ARS007	0.8267819	feoB
ARS007	0.8854626	feoA
ARS007	0.9374233	dam
ARS007	0.8473945	nirC
ARS007	0.9098101	crp/YPO0175
ARS007	0.8885794	YPO0348
ARS007	0.8700921	YPO0387
ARS007	0.9019757	YPO0388
ARS007	0.8555133	YPO0389/YPO0392a
ARS007	0.5139623	YPO0391
ARS007	0.7437673	YPO0392
ARS007	0.448583	YPO0393
ARS007	0.7735192	YPO0394
ARS007	0.9137056	YPO0394a
ARS007	0.9150141	YPO0396
ARS007	0.8114334	hmsT
ARS007	0.7456259	YPO0498
ARS007	0.7683653	gspE/YPO0815
ARS007	0.7200772	YPO0862
ARS007	0.8812532	speA
ARS007	0.9000925	speC
ARS007	0.9608434	YPO1119
ARS007	0.9127182	YPO1120
ARS007	0.7901127	YPO1201
ARS007	0.5310559	psaE
ARS007	0.5655738	psaF
ARS007	0.6407563	psaA
ARS007	0.7978076	psaB
ARS007	0.7918822	psaC
ARS007	0.7577696	YadBC/YPO1387
ARS007	0.5594218	YadBC/YPO1388
ARS007	0.8206651	YPO1501
ARS007	0.7207703	phoQ
ARS007	0.8941878	phoP
ARS007	0.6887324	mgtC
ARS007	0.8025194	mgtB
ARS007	0.7780807	inv
ARS007	0.7971301	fyuA/psn
ARS007	0.8689861	high_pathogenicity_island
ARS007	0.8674699	irp5/ybtE
ARS007	0.9452055	irp4/ybtT
ARS007	0.81	irp3/ybtU
ARS007	0.8881045	irp1
ARS007	0.8901261	irp2
ARS007	0.9019812	ybtA
ARS007	0.86404	irp6/ybtP
ARS007	0.7597114	irp7/ybtQ
ARS007	0.9054688	irp8/ybtX
ARS007	0.9248466	ybtS
ARS007	0.6800303	RipA/YPO1926
ARS007	0.7876824	hmsH
ARS007	0.8040574	hmsF
ARS007	0.7353823	hmsR
ARS007	0.8608137	hmsS
ARS007	0.8633093	YPO1956
ARS007	0.8539765	YPO1973/hutC
ARS007	0.7526178	YPO1986-YPO1987
ARS007	0.7936306	znuB
ARS007	0.8245382	znuC
ARS007	0.8169456	znuA
ARS007	0.8690228	msbB
ARS007	0.7153846	YPO2087
ARS007	0.863354	YPO2088
ARS007	0.9556075	YPO2089
ARS007	0.8578513	YPO2090
ARS007	0.7506427	YPO2091
ARS007	0.9413854	YPO2093
ARS007	0.8107719	YPO2096-YPO2135
ARS007	0.7615156	Ugd/YPO2174
ARS007	0.8015022	YPO2258
ARS007	0	filamentous_prophage1
ARS007	0	filamentous_prophage2
ARS007	0	filamentous_prophage3
ARS007	0	filamentous_prophage4
ARS007	0	filamentous_prophage5
ARS007	0	filamentous_prophage6
ARS007	0	filamentous_prophage7
ARS007	0	filamentous_prophage8
ARS007	0	filamentous_prophage9
ARS007	0	filamentous_prophage_1-10
ARS007	0.816156	pspC
ARS007	0.6431718	pspB
ARS007	0.9488722	pspA
ARS007	0.7726218	rovA/slyA
ARS007	0.9025424	lpp
ARS007	0.7167868	yfeA
ARS007	0.8842697	yfeB
ARS007	0.8891402	yfeC
ARS007	0.8432251	yfeD
ARS007	0.5456026	rcsA
ARS007	0.5090361	YPO2469
ARS007	0.5489655	YPO2487-YPO2489
ARS007	0.7456376	rbsA
ARS007	0.8282601	NghA
ARS007	0.8359294	ureD
ARS007	0.9184419	pgm
ARS007	0.8299712	YPO2729
ARS007	0.8577734	YPO2731
ARS007	0	yapC
ARS007	0.6115702	YPO2884
ARS007	0.7226278	ail
ARS007	0.732278	YPO3046-YPO3047
ARS007	0.7716224	YPO3049
ARS007	0.8242678	cyoA
ARS007	0.8608739	cyoB
ARS007	0.8322476	cyoC
ARS007	0.7680723	cyoD
ARS007	0.7842697	cyoE
ARS007	0.7369219	brnQ
ARS007	0.9277108	gmhA
ARS007	0.7674741	HtrA
ARS007	0.8438134	YrbH
ARS007	0.9150863	vasK/YPO3603
ARS007	0.7991905	yapE
ARS007	0.8462946	yhjK
CHC004	0.9460043	feoB
CHC004	1	feoA
CHC004	0.9865031	dam
CHC004	0.9602978	nirC
CHC004	0.9683544	crp/YPO0175
CHC004	0.9881616	YPO0348
CHC004	0.992729	YPO0387
CHC004	0.9992401	YPO0388
CHC004	0.9923955	YPO0389/YPO0392a
CHC004	0.8045283	YPO0391
CHC004	0.7091413	YPO0392
CHC004	0.7522267	YPO0393
CHC004	0.9825784	YPO0394
CHC004	1	YPO0394a
CHC004	0.9964589	YPO0396
CHC004	0.9069966	hmsT
CHC004	0.9757739	YPO0498
CHC004	0.9814692	gspE/YPO0815
CHC004	0.8320463	YPO0862
CHC004	0.9924204	speA
CHC004	0.9995375	speC
CHC004	0.9487952	YPO1119
CHC004	0.9725686	YPO1120
CHC004	0.9856895	YPO1201
CHC004	0.9658385	psaE
CHC004	0.7459016	psaF
CHC004	0.9852941	psaA
CHC004	0.8940316	psaB
CHC004	0.9717469	psaC
CHC004	0.8281536	YadBC/YPO1387
CHC004	0.8731263	YadBC/YPO1388
CHC004	0.9893112	YPO1501
CHC004	0.9903714	phoQ
CHC004	0.9865872	phoP
CHC004	0.9971831	mgtC
